edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica
,Iquique,67.5,646000.0,Masculino,Media,No,Moderada
57.0,Talca,70.6,561000.0,Otro,Universitario,Sí,Alta
66.0,Rancagua,81.3,417000.0,,Técnico,Sí,Baja
61.0,Antofagasta,59.9,586000.0,Masculino,,No,Baja
36.0,Rancagua,47.1,680000.0,Otro,Básica,No,Alta
,Santiago,95.4,567000.0,,Universitario,No,Alta
58.0,Santiago,86.3,600000.0,Masculino,,,Baja
54.0,Puerto Montt,53.4,474000.0,Otro,Básica,Sí,Alta
23.0,Valparaíso,72.0,649000.0,Masculino,Media,Sí,Moderada
69.0,Iquique,85.2,413000.0,Otro,Media,Sí,Alta
43.0,Talca,81.2,551000.0,,Básica,No,Moderada
51.0,Rancagua,76.9,885000.0,,Universitario,No,Alta
76.0,Antofagasta,67.4,581000.0,Masculino,Técnico,,Alta
73.0,Santiago,95.9,437000.0,Femenino,,No,Baja
76.0,Santiago,73.3,437000.0,Otro,Universitario,Sí,Moderada
62.0,sin información,62.3,489000.0,,Media,No,Baja
,Antofagasta,83.1,628000.0,,Básica,Sí,Alta
54.0,Antofagasta,71.4,522000.0,Masculino,,Sí,Baja
74.0,Valparaíso,75.2,403000.0,Femenino,Técnico,No,Alta
50.0,Santiago,73.0,402000.0,Masculino,Media,Sí,Alta
70.0,Iquique,77.5,523000.0,Masculino,Básica,Sí,Alta
39.0,Temuco,55.3,506000.0,Femenino,Técnico,No,Moderada
38.0,Temuco,48.2,568000.0,Femenino,Básica,Sí,Moderada
23.0,Valparaíso,91.5,638000.0,Otro,Técnico,Sí,Moderada
23.0,Antofagasta,73.7,909000.0,Otro,Media,No,Baja
,Talca,81.6,281000.0,Femenino,Media,Sí,Alta
65.0,Valparaíso,43.6,603000.0,Otro,Básica,Sí,Baja
21.0,Iquique,86.0,515000.0,Femenino,Universitario,No,Baja
47.0,Valparaíso,62.2,223000.0,Otro,Universitario,Sí,Alta
28.0,Concepción,57.9,687000.0,Masculino,Media,No,Baja
79.0,Rancagua,69.0,563000.0,Otro,,Sí,Alta
79.0,Antofagasta,55.3,620000.0,Masculino,Universitario,Sí,Alta
47.0,Puerto Montt,70.0,245000.0,Masculino,Media,No,
48.0,Puerto Montt,68.0,,Otro,Técnico,No,Alta
41.0,Antofagasta,85.9,338000.0,Femenino,Técnico,Sí,Baja
72.0,Iquique,92.7,824000.0,Masculino,Universitario,No,
26.0,Concepción,92.2,672000.0,Masculino,Media,Sí,Baja
,Concepción,36.0,398000.0,Otro,Técnico,No,Moderada
20.0,sin información,56.0,270000.0,Femenino,Técnico,Sí,Baja
68.0,Rancagua,35.9,529000.0,Femenino,Básica,Sí,Baja
48.0,Temuco,52.1,,Otro,Básica,Sí,Moderada
57.0,La Serena,60.3,240000.0,Femenino,Universitario,Sí,Alta
54.0,Iquique,76.2,360000.0,Otro,Básica,Sí,Alta
,La Serena,62.2,334000.0,Otro,Media,No,Alta
41.0,sin información,,630000.0,Otro,Universitario,No,Moderada
48.0,Antofagasta,72.7,,Masculino,,Sí,Baja
23.0,sin información,44.4,451000.0,Masculino,Básica,Sí,Baja
19.0,Puerto Montt,57.4,526000.0,Masculino,Técnico,No,Baja
37.0,Temuco,62.4,368000.0,Otro,Media,No,Baja
45.0,Antofagasta,67.0,283000.0,Masculino,Media,No,Moderada
28.0,sin información,71.2,705000.0,Masculino,Media,No,Baja
21.0,Talca,92.5,719000.0,Masculino,Universitario,No,Alta
32.0,sin información,83.6,527000.0,Otro,Media,Sí,Moderada
23.0,Iquique,58.5,538000.0,Otro,Técnico,Sí,
71.0,Iquique,66.1,689000.0,Otro,,No,Alta
66.0,Santiago,65.1,523000.0,Masculino,Básica,,Alta
47.0,Valparaíso,62.3,437000.0,Femenino,Media,No,Baja
73.0,Talca,74.1,506000.0,Masculino,Universitario,No,Alta
55.0,sin información,42.1,709000.0,Masculino,Básica,No,Moderada
68.0,Concepción,83.2,508000.0,Otro,Técnico,No,
79.0,Puerto Montt,95.4,400000.0,Otro,Media,No,Moderada
74.0,Santiago,66.0,,Masculino,Técnico,No,Baja
19.0,sin información,65.7,598000.0,Masculino,Básica,No,Baja
32.0,La Serena,72.4,580000.0,,Técnico,Sí,Alta
28.0,Concepción,85.3,583000.0,Femenino,Media,No,Baja
25.0,Antofagasta,65.1,376000.0,,Media,No,Baja
43.0,Rancagua,84.0,616000.0,Femenino,Básica,Sí,Moderada
68.0,La Serena,77.3,504000.0,Femenino,Media,Sí,
62.0,Rancagua,105.4,393000.0,Otro,Técnico,,
61.0,Talca,65.1,614000.0,Femenino,Técnico,No,Moderada
,Valparaíso,40.4,432000.0,Masculino,Universitario,No,Baja
23.0,Concepción,48.5,264000.0,Femenino,Universitario,No,Alta
43.0,Temuco,70.2,350000.0,Otro,Universitario,No,Alta
71.0,Concepción,85.4,473000.0,Masculino,Técnico,Sí,Moderada
21.0,Puerto Montt,,587000.0,Femenino,Técnico,,Moderada
36.0,Iquique,66.5,370000.0,Masculino,Básica,No,Moderada
37.0,Puerto Montt,80.3,464000.0,Masculino,Universitario,Sí,Alta
,sin información,55.5,318000.0,Femenino,Técnico,,Moderada
37.0,sin información,60.8,647000.0,Femenino,Básica,No,Baja
66.0,La Serena,52.5,758000.0,Otro,Técnico,No,Alta
29.0,Temuco,87.7,741000.0,Otro,Básica,No,Moderada
64.0,Temuco,,645000.0,Masculino,,Sí,Baja
,sin información,46.3,629000.0,Otro,Universitario,Sí,Baja
43.0,Rancagua,67.9,189000.0,Masculino,Universitario,Sí,Moderada
31.0,Talca,,527000.0,Masculino,Técnico,Sí,Baja
55.0,Puerto Montt,76.0,426000.0,Otro,Técnico,No,Alta
54.0,Valparaíso,62.7,632000.0,Otro,Básica,No,Alta
79.0,Iquique,46.8,119000.0,Otro,Media,No,Baja
28.0,La Serena,87.3,529000.0,Femenino,Media,Sí,Alta
53.0,sin información,75.4,468000.0,Masculino,Universitario,Sí,Moderada
,Valparaíso,47.9,668000.0,Masculino,Media,Sí,Baja
60.0,Rancagua,87.8,732000.0,Masculino,Universitario,No,Alta
20.0,Concepción,,361000.0,Otro,Básica,,Moderada
50.0,sin información,66.7,367000.0,Otro,Media,Sí,Moderada
23.0,Valparaíso,,535000.0,Otro,Media,Sí,Alta
67.0,Puerto Montt,94.3,760000.0,Otro,Universitario,No,Baja
73.0,Antofagasta,66.1,509000.0,,Básica,No,
27.0,Santiago,66.0,308000.0,Femenino,Media,No,Moderada
22.0,Santiago,49.6,409000.0,Otro,Media,Sí,Moderada
40.0,Rancagua,60.4,530000.0,Masculino,Media,Sí,Moderada
27.0,sin información,57.7,536000.0,Otro,Básica,Sí,Baja
61.0,Temuco,58.5,394000.0,Masculino,Básica,Sí,Alta
19.0,Temuco,70.1,406000.0,Otro,Media,No,
30.0,La Serena,33.5,353000.0,Otro,Universitario,No,Alta
57.0,Antofagasta,47.3,671000.0,Masculino,Universitario,No,Moderada
19.0,Antofagasta,68.3,375000.0,Masculino,Media,Sí,Baja
37.0,Concepción,71.8,,Masculino,Básica,No,Alta
18.0,Talca,66.5,426000.0,Masculino,Media,No,Baja
54.0,sin información,69.4,259000.0,Femenino,Básica,No,Alta
26.0,Santiago,63.9,370000.0,Masculino,Media,No,Moderada
34.0,Rancagua,69.7,684000.0,Otro,Básica,No,Alta
26.0,Temuco,76.5,319000.0,Otro,Técnico,Sí,Moderada
28.0,Temuco,76.4,355000.0,Femenino,Universitario,No,Moderada
,Valparaíso,59.7,300000.0,Masculino,Técnico,No,Alta
41.0,La Serena,83.7,486000.0,,Universitario,Sí,Baja
55.0,Antofagasta,72.4,783000.0,Femenino,Básica,Sí,Moderada
,sin información,88.5,480000.0,Otro,Técnico,No,Baja
52.0,sin información,91.5,510000.0,Femenino,Universitario,No,Alta
47.0,Temuco,48.4,381000.0,Femenino,Media,No,Moderada
48.0,Talca,57.1,491000.0,Masculino,Básica,No,Baja
66.0,Concepción,82.2,,Femenino,Básica,Sí,Moderada
,Santiago,45.0,521000.0,Otro,Media,No,Alta
79.0,La Serena,91.3,820000.0,Otro,Media,,Moderada
77.0,Talca,64.8,689000.0,Masculino,Universitario,No,Alta
61.0,La Serena,78.6,487000.0,Masculino,Básica,No,Baja
67.0,Valparaíso,68.3,484000.0,Femenino,Universitario,No,
31.0,Iquique,49.1,745000.0,Masculino,Media,Sí,Baja
70.0,Temuco,85.8,521000.0,Otro,,No,Alta
73.0,sin información,111.3,711000.0,Otro,Media,No,Alta
28.0,Talca,62.3,800000.0,Masculino,Universitario,Sí,Baja
,La Serena,65.2,469000.0,Masculino,Universitario,,Baja
51.0,sin información,30.3,553000.0,Masculino,Universitario,Sí,Alta
29.0,Valparaíso,90.3,,Femenino,Básica,No,Baja
52.0,Antofagasta,83.7,615000.0,Femenino,Media,Sí,Alta
52.0,Concepción,44.0,614000.0,Otro,Media,Sí,
18.0,Talca,39.0,,Femenino,,Sí,Alta
57.0,Valparaíso,40.8,,Femenino,Universitario,No,Alta
39.0,Talca,79.7,426000.0,Femenino,Universitario,Sí,Moderada
77.0,Temuco,81.2,682000.0,Femenino,Universitario,,
46.0,Puerto Montt,56.1,315000.0,Otro,Técnico,No,Alta
25.0,Valparaíso,77.5,728000.0,Masculino,Técnico,Sí,Moderada
,Antofagasta,72.4,617000.0,Otro,Técnico,No,Moderada
58.0,Concepción,64.5,673000.0,,Universitario,No,Baja
,Iquique,84.6,361000.0,Masculino,Universitario,Sí,Baja
31.0,Temuco,51.9,511000.0,Masculino,Media,Sí,Alta
77.0,Puerto Montt,87.2,545000.0,Masculino,Básica,No,Baja
47.0,Iquique,59.1,538000.0,Otro,Media,,Baja
52.0,Santiago,96.7,544000.0,Masculino,Técnico,Sí,Alta
38.0,Temuco,54.9,459000.0,Otro,Media,Sí,Moderada
54.0,Concepción,64.7,520000.0,Otro,Universitario,Sí,
22.0,sin información,70.9,655000.0,Femenino,Técnico,No,Alta
36.0,Valparaíso,70.8,325000.0,Femenino,Técnico,No,Alta
76.0,Talca,77.4,732000.0,Masculino,Básica,Sí,Alta
31.0,Concepción,,647000.0,Masculino,Básica,No,
43.0,Valparaíso,69.4,355000.0,Femenino,Técnico,Sí,Alta
79.0,Iquique,72.1,558000.0,Otro,,Sí,Alta
21.0,Talca,62.1,,Otro,Media,Sí,
42.0,Rancagua,76.1,315000.0,Femenino,Técnico,Sí,Baja
62.0,sin información,,506000.0,Otro,Universitario,No,Baja
59.0,Santiago,65.1,488000.0,Femenino,Media,Sí,
42.0,sin información,58.7,403000.0,Femenino,Universitario,No,Alta
35.0,Concepción,65.1,514000.0,Masculino,Universitario,,Alta
57.0,Santiago,91.7,410000.0,Masculino,Universitario,No,Baja
25.0,La Serena,92.0,706000.0,Femenino,Técnico,No,Moderada
56.0,Valparaíso,89.1,406000.0,Masculino,Básica,No,Baja
57.0,Valparaíso,63.1,619000.0,Femenino,Básica,No,Alta
,Concepción,83.6,252000.0,Otro,Universitario,Sí,Alta
49.0,Puerto Montt,71.7,476000.0,Otro,Técnico,No,
68.0,Puerto Montt,70.7,502000.0,,Media,Sí,Baja
78.0,Rancagua,68.8,471000.0,Otro,Universitario,No,Alta
55.0,Antofagasta,96.4,441000.0,Femenino,Media,No,Baja
50.0,Talca,90.5,400000.0,Otro,Media,No,Alta
40.0,La Serena,81.2,,Otro,Técnico,Sí,Baja
32.0,sin información,67.4,650000.0,Otro,Técnico,No,Moderada
50.0,Puerto Montt,70.6,488000.0,,Básica,Sí,
42.0,Rancagua,78.0,336000.0,Femenino,Básica,,Moderada
34.0,Rancagua,62.2,769000.0,Otro,Técnico,Sí,
50.0,Concepción,84.1,368000.0,Masculino,Universitario,No,
64.0,sin información,56.2,281000.0,Masculino,Básica,,
72.0,Iquique,75.9,198000.0,Masculino,Media,No,Moderada
,Talca,35.7,515000.0,Masculino,Universitario,No,Moderada
31.0,sin información,,467000.0,Masculino,Media,No,Moderada
70.0,Temuco,101.2,655000.0,Masculino,Técnico,No,Alta
57.0,Concepción,85.5,592000.0,Femenino,Media,No,Moderada
,Talca,93.0,544000.0,,Universitario,Sí,Baja
68.0,Temuco,60.0,459000.0,,Técnico,No,Baja
56.0,Temuco,71.6,,Masculino,Universitario,Sí,Alta
68.0,sin información,89.2,780000.0,Femenino,Media,Sí,Alta
23.0,La Serena,79.5,651000.0,Masculino,Universitario,No,Baja
23.0,Santiago,77.6,430000.0,Otro,Técnico,No,
20.0,Rancagua,94.5,617000.0,Otro,,Sí,Baja
24.0,Talca,54.4,440000.0,Femenino,Media,Sí,Alta
68.0,Concepción,67.2,334000.0,Femenino,Básica,No,Alta
25.0,Valparaíso,43.7,365000.0,Femenino,Básica,Sí,Baja
59.0,Concepción,53.6,446000.0,Femenino,Universitario,Sí,Moderada
69.0,Santiago,86.1,,Masculino,Básica,Sí,Moderada
32.0,Antofagasta,56.2,809000.0,Masculino,Básica,Sí,Alta
64.0,Rancagua,81.0,368000.0,Otro,Básica,No,Baja
46.0,Valparaíso,94.9,699000.0,Femenino,Básica,No,Baja
50.0,Puerto Montt,67.3,452000.0,Femenino,Técnico,Sí,
69.0,Antofagasta,77.8,198000.0,Masculino,Técnico,Sí,
47.0,La Serena,81.1,424000.0,Femenino,Básica,Sí,Alta
56.0,Temuco,51.7,677000.0,Otro,Universitario,No,Moderada
,Puerto Montt,60.8,552000.0,Otro,Técnico,No,Moderada
53.0,Concepción,54.9,561000.0,Femenino,Básica,Sí,Baja
46.0,sin información,61.9,699000.0,Otro,Técnico,Sí,Moderada
55.0,La Serena,80.7,345000.0,Otro,Media,Sí,Moderada
74.0,Santiago,61.1,342000.0,Masculino,Técnico,No,Alta
50.0,Talca,69.5,160000.0,Otro,Técnico,Sí,
78.0,Puerto Montt,54.4,,Femenino,Universitario,Sí,Baja
54.0,Puerto Montt,88.4,584000.0,Femenino,Técnico,Sí,Alta
44.0,Iquique,61.8,609000.0,Otro,Universitario,,Baja
72.0,Antofagasta,92.8,323000.0,Femenino,Media,Sí,Baja
50.0,Rancagua,70.9,259000.0,Masculino,Básica,No,Alta
79.0,Antofagasta,48.9,302000.0,Otro,Universitario,No,Moderada
21.0,Talca,67.4,362000.0,Otro,Técnico,No,Moderada
39.0,Concepción,54.1,733000.0,Otro,Técnico,Sí,Moderada
19.0,Concepción,78.8,650000.0,Femenino,,No,Moderada
27.0,Concepción,66.1,,Femenino,Media,Sí,Baja
22.0,Iquique,72.4,545000.0,Otro,Básica,,Moderada
76.0,Concepción,64.5,398000.0,Femenino,Técnico,No,Baja
27.0,Talca,61.7,555000.0,Femenino,Media,Sí,Alta
50.0,La Serena,55.4,329000.0,Otro,Básica,Sí,Alta
71.0,Rancagua,82.5,613000.0,Otro,Básica,,Baja
55.0,Talca,67.4,373000.0,Femenino,Técnico,No,Moderada
30.0,Rancagua,65.3,621000.0,Otro,Universitario,Sí,Baja
48.0,Talca,67.0,,Otro,Técnico,No,Moderada
64.0,Concepción,59.8,381000.0,Otro,Técnico,No,Moderada
53.0,La Serena,65.3,742000.0,Otro,Técnico,No,Baja
62.0,sin información,73.1,527000.0,Femenino,Media,Sí,Baja
41.0,Antofagasta,54.5,,Otro,Universitario,,Moderada
,Temuco,56.7,,Masculino,Media,Sí,Baja
,sin información,90.7,299000.0,Otro,Técnico,No,Moderada
32.0,Puerto Montt,64.6,666000.0,Masculino,Universitario,No,Baja
46.0,Santiago,61.7,479000.0,Otro,Básica,Sí,Alta
,Talca,49.8,590000.0,Masculino,Universitario,No,Moderada
,Santiago,,,Masculino,Técnico,No,Alta
46.0,Puerto Montt,54.2,443000.0,Otro,Universitario,,Baja
64.0,La Serena,69.8,,Otro,Básica,,Alta
,Talca,44.4,655000.0,Otro,Básica,No,Baja
29.0,Temuco,82.3,602000.0,Masculino,Universitario,No,Moderada
62.0,Concepción,87.7,441000.0,Femenino,Básica,Sí,
19.0,Talca,77.3,548000.0,Femenino,Media,Sí,Baja
44.0,Talca,47.0,688000.0,Otro,Universitario,Sí,Moderada
,La Serena,82.6,470000.0,Femenino,,Sí,Baja
68.0,La Serena,57.6,454000.0,Femenino,,Sí,Moderada
68.0,Puerto Montt,52.4,217000.0,Otro,Universitario,Sí,Baja
,Valparaíso,64.2,,Masculino,Media,No,Moderada
53.0,sin información,63.9,239000.0,Otro,Universitario,No,Alta
43.0,sin información,62.4,483000.0,,Básica,No,
60.0,sin información,89.1,648000.0,Masculino,Universitario,No,Baja
44.0,Puerto Montt,100.2,182000.0,Femenino,Básica,Sí,Baja
22.0,Rancagua,49.5,685000.0,Masculino,,No,Moderada
37.0,Santiago,59.7,450000.0,Femenino,Universitario,Sí,Baja
28.0,Concepción,72.1,496000.0,Otro,Universitario,Sí,Moderada
79.0,Valparaíso,64.2,425000.0,Femenino,Básica,No,Baja
27.0,Temuco,76.0,243000.0,Femenino,Básica,No,Alta
57.0,Temuco,83.7,383000.0,Masculino,Básica,Sí,
55.0,Temuco,81.2,815000.0,Femenino,Básica,Sí,Alta
23.0,La Serena,79.1,336000.0,Otro,Universitario,Sí,Moderada
25.0,Temuco,94.9,262000.0,Otro,Básica,Sí,Alta
40.0,Concepción,46.2,521000.0,Otro,Universitario,No,Baja
64.0,Santiago,92.2,487000.0,Masculino,Media,Sí,
43.0,Temuco,63.8,452000.0,Masculino,Universitario,No,
63.0,Talca,81.8,502000.0,Femenino,Básica,Sí,Baja
60.0,Talca,54.6,597000.0,Femenino,Básica,Sí,Baja
29.0,La Serena,56.4,412000.0,,Media,Sí,Moderada
,sin información,79.9,529000.0,Masculino,Universitario,No,Moderada
30.0,Santiago,41.1,654000.0,Masculino,Media,Sí,Alta
57.0,Valparaíso,84.8,351000.0,Femenino,Universitario,No,Moderada
79.0,Puerto Montt,88.9,152000.0,Masculino,,No,
35.0,Santiago,72.7,601000.0,Masculino,Universitario,No,Moderada
42.0,sin información,72.1,875000.0,Otro,Básica,Sí,Baja
50.0,Rancagua,57.5,499000.0,Otro,Básica,No,Alta
64.0,Puerto Montt,80.1,530000.0,Femenino,,No,Moderada
57.0,Antofagasta,75.2,456000.0,Femenino,Técnico,Sí,Baja
77.0,Talca,56.2,738000.0,Otro,Universitario,Sí,Moderada
60.0,Concepción,64.1,488000.0,Masculino,Básica,No,Moderada
29.0,Iquique,67.6,472000.0,Femenino,Media,No,Moderada
61.0,La Serena,64.1,637000.0,Femenino,Básica,Sí,Moderada
53.0,Antofagasta,49.6,427000.0,Femenino,Media,No,
65.0,Puerto Montt,80.5,307000.0,Masculino,Universitario,No,Baja
21.0,Temuco,66.3,632000.0,,Universitario,No,Moderada
22.0,Concepción,70.2,411000.0,Femenino,Media,Sí,Baja
73.0,Antofagasta,61.3,354000.0,Otro,,No,
54.0,La Serena,77.1,815000.0,Otro,Básica,Sí,
25.0,Talca,73.0,,Masculino,Universitario,Sí,Baja
59.0,sin información,88.2,574000.0,Masculino,,Sí,
66.0,La Serena,,504000.0,Masculino,Media,No,
45.0,Rancagua,67.0,367000.0,Masculino,Técnico,Sí,Baja
48.0,Rancagua,58.9,603000.0,Masculino,Técnico,No,
75.0,sin información,83.0,547000.0,Masculino,Técnico,Sí,Moderada
26.0,sin información,65.8,401000.0,Femenino,Media,No,Moderada
,Concepción,67.4,,Otro,Básica,No,
68.0,Antofagasta,67.4,423000.0,Masculino,Universitario,No,Alta
,Valparaíso,64.0,334000.0,Femenino,Media,Sí,Moderada
31.0,Puerto Montt,67.7,,Otro,Técnico,No,Moderada
57.0,Valparaíso,98.9,541000.0,Masculino,Básica,No,Alta
58.0,Rancagua,54.3,443000.0,Masculino,Universitario,Sí,Baja
39.0,Talca,57.8,725000.0,Femenino,Universitario,Sí,Moderada
28.0,Santiago,90.8,494000.0,Otro,Media,No,Baja
40.0,Puerto Montt,64.4,382000.0,Masculino,Media,Sí,Baja
18.0,Rancagua,63.2,524000.0,Otro,Universitario,Sí,Baja
63.0,Antofagasta,85.5,306000.0,Femenino,Universitario,Sí,
54.0,Antofagasta,48.7,487000.0,Masculino,Técnico,No,Baja
38.0,Antofagasta,82.3,548000.0,Otro,Universitario,Sí,Baja
43.0,Talca,70.7,529000.0,Femenino,Media,No,Moderada
63.0,Valparaíso,77.0,695000.0,Femenino,Básica,Sí,Moderada
53.0,Santiago,76.7,890000.0,Masculino,Técnico,Sí,Alta
71.0,Antofagasta,60.6,,Otro,,No,Alta
,Iquique,85.8,677000.0,,Universitario,Sí,Moderada
74.0,Puerto Montt,61.7,882000.0,Masculino,Básica,Sí,Moderada
18.0,Concepción,76.1,349000.0,Otro,Técnico,Sí,Alta
71.0,Iquique,88.6,520000.0,Otro,Media,Sí,Baja
72.0,Santiago,90.7,428000.0,Otro,Universitario,No,Alta
68.0,Talca,66.0,626000.0,Femenino,Media,No,Baja
57.0,Santiago,76.9,541000.0,Femenino,Universitario,No,Moderada
32.0,Concepción,64.6,377000.0,,Técnico,No,Moderada
38.0,Puerto Montt,107.6,502000.0,Femenino,Universitario,No,Moderada
64.0,Concepción,81.7,657000.0,Masculino,Básica,No,Baja
,La Serena,71.3,304000.0,Otro,Media,No,Alta
70.0,Puerto Montt,74.7,380000.0,Masculino,Básica,Sí,Baja
26.0,Santiago,76.1,358000.0,Otro,,No,Alta
27.0,Antofagasta,76.6,549000.0,Masculino,Media,No,Alta
69.0,Santiago,66.4,686000.0,Otro,Universitario,No,Alta
74.0,Santiago,64.1,199000.0,Masculino,,Sí,Moderada
70.0,Puerto Montt,67.7,514000.0,Otro,Técnico,No,Alta
43.0,La Serena,52.9,361000.0,Otro,Básica,No,Moderada
58.0,Santiago,80.8,651000.0,Femenino,Universitario,No,Alta
52.0,Iquique,58.0,464000.0,Masculino,Técnico,Sí,Alta
,Rancagua,54.1,520000.0,Femenino,Media,No,Moderada
42.0,Temuco,69.8,500000.0,Masculino,Media,,Moderada
43.0,Temuco,68.0,669000.0,Femenino,Universitario,Sí,Baja
,Santiago,73.7,807000.0,Otro,Básica,Sí,Alta
55.0,Iquique,61.5,330000.0,Femenino,Universitario,Sí,Moderada
19.0,Antofagasta,64.1,357000.0,Femenino,Básica,No,Baja
,Talca,80.4,548000.0,Otro,Universitario,Sí,
35.0,Talca,79.5,378000.0,Femenino,Media,Sí,Moderada
44.0,Puerto Montt,78.8,640000.0,Otro,Universitario,No,Alta
51.0,Temuco,70.5,664000.0,Masculino,Técnico,Sí,Baja
,Santiago,72.5,418000.0,Femenino,Técnico,Sí,Alta
34.0,Talca,73.5,,,Universitario,Sí,Alta
60.0,Santiago,60.2,459000.0,Otro,Básica,Sí,Baja
76.0,Puerto Montt,92.1,516000.0,Femenino,Básica,Sí,Moderada
61.0,Temuco,90.0,547000.0,Masculino,Media,Sí,Alta
76.0,Concepción,81.9,162000.0,Femenino,Media,No,Moderada
68.0,Rancagua,63.6,355000.0,Otro,Básica,No,Baja
71.0,Rancagua,78.1,439000.0,Masculino,Universitario,No,Alta
41.0,Talca,84.7,380000.0,Femenino,Media,No,Moderada
42.0,Rancagua,51.7,70000.0,Otro,Básica,Sí,Moderada
24.0,Concepción,95.4,217000.0,Femenino,Básica,Sí,
69.0,Santiago,43.9,304000.0,Masculino,Universitario,Sí,Moderada
23.0,Puerto Montt,80.6,483000.0,Masculino,,No,
70.0,Concepción,91.8,435000.0,Masculino,Básica,No,Baja
41.0,Puerto Montt,,405000.0,Masculino,Media,Sí,Baja
50.0,Puerto Montt,67.7,619000.0,Masculino,Universitario,Sí,Moderada
66.0,Temuco,80.0,619000.0,Femenino,Universitario,No,
46.0,sin información,97.8,522000.0,Masculino,Universitario,No,Alta
60.0,Iquique,,518000.0,Masculino,Técnico,No,Baja
39.0,Rancagua,58.3,372000.0,Otro,Técnico,,Alta
43.0,Iquique,63.6,389000.0,Masculino,Media,Sí,Moderada
45.0,sin información,,244000.0,Otro,Media,No,Alta
67.0,Puerto Montt,83.5,462000.0,Otro,Universitario,No,Moderada
38.0,Talca,62.3,618000.0,Otro,Media,Sí,Baja
66.0,Rancagua,66.9,703000.0,Femenino,Básica,Sí,Baja
24.0,Rancagua,83.6,,Femenino,Técnico,Sí,Moderada
,Santiago,64.3,,,Universitario,No,Baja
37.0,La Serena,81.4,72000.0,Femenino,Universitario,No,Moderada
,Valparaíso,54.4,435000.0,Masculino,,No,Alta
66.0,Valparaíso,84.4,432000.0,Femenino,Básica,No,Moderada
37.0,sin información,75.1,724000.0,Masculino,Básica,Sí,Alta
71.0,La Serena,68.7,559000.0,Masculino,Básica,Sí,Moderada
39.0,Santiago,72.0,,Femenino,Universitario,No,Baja
45.0,La Serena,50.7,566000.0,Femenino,Técnico,,
78.0,Valparaíso,71.6,507000.0,Otro,Técnico,No,Moderada
57.0,Temuco,67.9,730000.0,Femenino,Básica,Sí,Moderada
66.0,Concepción,51.1,,Femenino,Media,,Baja
24.0,Puerto Montt,59.9,522000.0,,Universitario,Sí,Moderada
18.0,La Serena,68.1,669000.0,Masculino,Técnico,No,Baja
,Santiago,60.9,216000.0,Masculino,,Sí,Moderada
30.0,Santiago,33.8,626000.0,Masculino,Media,Sí,Alta
47.0,Iquique,86.1,386000.0,Otro,Media,No,Moderada
40.0,Concepción,67.9,516000.0,Otro,Básica,Sí,Alta
68.0,Talca,35.9,383000.0,Otro,Universitario,Sí,Baja
76.0,Rancagua,102.0,644000.0,Masculino,Técnico,No,Baja
73.0,Valparaíso,88.6,457000.0,Femenino,Media,Sí,Moderada
36.0,Talca,64.8,627000.0,Otro,Técnico,No,Baja
79.0,Iquique,57.4,565000.0,Otro,,Sí,Moderada
49.0,sin información,76.0,381000.0,Masculino,,Sí,Baja
47.0,Concepción,73.0,575000.0,,Básica,Sí,Alta
46.0,Iquique,78.1,400000.0,,Media,Sí,Baja
66.0,Valparaíso,57.4,510000.0,,Media,No,Alta
62.0,Concepción,86.5,454000.0,Masculino,Universitario,No,Moderada
46.0,Antofagasta,62.9,635000.0,Femenino,Técnico,No,Moderada
47.0,Talca,80.2,,Femenino,,Sí,Moderada
33.0,Talca,58.0,495000.0,Femenino,Técnico,Sí,Alta
57.0,Rancagua,109.7,397000.0,Otro,Media,No,Moderada
36.0,Concepción,80.4,310000.0,Femenino,Básica,No,Moderada
35.0,La Serena,113.3,520000.0,Masculino,Básica,No,Alta
18.0,Antofagasta,82.4,405000.0,Femenino,Básica,No,Baja
31.0,Temuco,,218000.0,Masculino,Básica,Sí,Moderada
68.0,Valparaíso,82.4,300000.0,Masculino,Universitario,No,Baja
64.0,Antofagasta,83.5,744000.0,Otro,Básica,Sí,Baja
67.0,Concepción,75.6,401000.0,Femenino,Media,No,Moderada
19.0,Puerto Montt,79.5,662000.0,Otro,Universitario,Sí,Moderada
71.0,Valparaíso,81.4,447000.0,Femenino,Media,No,Alta
45.0,Santiago,55.1,686000.0,Femenino,Media,No,Alta
66.0,Talca,54.0,675000.0,Femenino,Técnico,Sí,Moderada
67.0,Concepción,58.1,376000.0,Femenino,Básica,Sí,Baja
47.0,Santiago,71.9,202000.0,Femenino,Básica,No,Alta
55.0,Rancagua,66.7,215000.0,Masculino,Media,Sí,Alta
68.0,Iquique,55.4,379000.0,Masculino,Básica,No,Moderada
21.0,Temuco,81.6,783000.0,Femenino,Universitario,Sí,Moderada
18.0,Temuco,74.2,,Masculino,Técnico,No,Moderada
25.0,Santiago,72.5,522000.0,Otro,Básica,No,Moderada
46.0,Talca,66.1,696000.0,Otro,Básica,No,Alta
72.0,Rancagua,64.3,517000.0,Otro,Universitario,No,Alta
56.0,Puerto Montt,57.4,511000.0,Femenino,Técnico,No,Alta
20.0,Talca,84.0,593000.0,Femenino,Universitario,No,Baja
49.0,Antofagasta,59.4,543000.0,Masculino,Media,No,Alta
27.0,Temuco,73.1,485000.0,Masculino,Media,No,Alta
